scenario,target,profile,scenario_signature,method,confidence_level,seed0_average_ci_width,seed0_empirical_coverage,average_ci_width_median_seed1_29,average_ci_width_q25_seed1_29,average_ci_width_q75_seed1_29,average_ci_width_min_seed1_29,average_ci_width_max_seed1_29,empirical_coverage_median_seed1_29,empirical_coverage_q25_seed1_29,empirical_coverage_q75_seed1_29,empirical_coverage_min_seed1_29,empirical_coverage_max_seed1_29
logistic_glm,beta_1,P4,logistic_glm:P4,ppi_plus_plus_v2,0.9,1.6202196118148682,0.9055,1.6258761555189212,1.6235217302658678,1.6290523817881923,1.6207131229247451,1.6330289948622256,0.9035,0.9015,0.9075,0.892,0.9135
logistic_glm,beta_1,P4,logistic_glm:P4,ppi_plus_plus_v2,0.95,1.9306107450351828,0.9585,1.9373509325845533,1.9345454618577638,1.9411356396201997,1.931198799793058,1.9458740663578962,0.954,0.951,0.9555,0.9445,0.962
logistic_glm,beta_1,P4,logistic_glm:P4,ppi_plus_plus_v2,0.975,2.207834543898909,0.984,2.21554258082045,2.2123342617957955,2.2198707484499596,2.2085070396940814,2.225289584050109,0.979,0.976,0.982,0.973,0.9855
logistic_glm,beta_1,baseline,logistic_glm:baseline,classic,0.9,1.6825471418123963,0.8985,1.6958074209498224,1.6934808038654654,1.6988638861214054,1.687152556944092,1.709218841554642,0.899,0.8965,0.9045,0.889,0.9085
logistic_glm,beta_1,baseline,logistic_glm:baseline,classic,0.95,2.004878577770489,0.9535,2.0206791749230004,2.0179068396729525,2.024321177808941,2.0103662683735206,2.036659868242008,0.952,0.949,0.9535,0.9455,0.96
logistic_glm,beta_1,baseline,logistic_glm:baseline,classic,0.975,2.2927667794804125,0.9815,2.310836244957731,2.3076658194599626,2.315001217001543,2.2990424686170083,2.3291116673005767,0.978,0.9755,0.98,0.972,0.9845
logistic_glm,beta_2,P1,logistic_glm:P1,naive_ml,0.9,0.0053778986754682385,0.905,0.005379460172867111,0.005377832750237758,0.005381581137181149,0.005371695188011353,0.0053864383012544115,0.9005,0.895,0.905,0.8855,0.911
logistic_glm,beta_2,P1,logistic_glm:P1,naive_ml,0.95,0.006408161518881706,0.9565,0.006410022157794238,0.00640808296412442,0.0064125494426540705,0.006400769607653362,0.00641833711062317,0.9515,0.949,0.9545,0.9395,0.961
logistic_glm,beta_2,P1,logistic_glm:P1,naive_ml,0.975,0.007328334000343965,0.977,0.0073304618155316595,0.007328244165607901,0.007333352002914135,0.007319880656241679,0.007339970744316914,0.977,0.973,0.9795,0.968,0.9825
logistic_glm,beta_2,P1,logistic_glm:P1,ppi,0.9,1.9024971443773933,0.9215,1.9095358644673153,1.906797175091614,1.912141122927436,1.904566880634955,1.9186344519755107,0.91,0.906,0.9155,0.9,0.9225
logistic_glm,beta_2,P1,logistic_glm:P1,ppi,0.95,2.2669651709866128,0.971,2.275352323282393,2.2720889736120804,2.2784566802103163,2.26943141385214,2.2861939589963827,0.9615,0.958,0.9635,0.9515,0.967
logistic_glm,beta_2,P1,logistic_glm:P1,ppi,0.975,2.5924873914595024,0.989,2.602078887109867,2.598346940548665,2.6056290105512154,2.5953077715936828,2.6144773148629805,0.983,0.9815,0.9845,0.9785,0.99
