scenario,target,profile,method,confidence_level,seed0_average_ci_width,seed0_empirical_coverage,average_ci_width_median_seed1_29,average_ci_width_q25_seed1_29,average_ci_width_q75_seed1_29,average_ci_width_min_seed1_29,average_ci_width_max_seed1_29,empirical_coverage_median_seed1_29,empirical_coverage_q25_seed1_29,empirical_coverage_q75_seed1_29,empirical_coverage_min_seed1_29,empirical_coverage_max_seed1_29
logistic_glm,beta_1,P1,naive_ml,0.975,0.01683737867076745,0.9695,0.016842730936151365,0.016836717225849417,0.016848299527026905,0.016825779975443926,0.01686902135986775,0.974,0.9715,0.9765,0.9655,0.986
logistic_glm,beta_1,P1,ppi,0.9,1.7190974847933778,0.916,1.7222590368522988,1.7179652419196578,1.7268749705446726,1.714351639892481,1.733133078157039,0.9165,0.9145,0.9205,0.911,0.935
logistic_glm,beta_1,P1,ppi,0.95,2.048430997688899,0.9715,2.0521982193244326,2.0470818470910155,2.057698443565569,2.0427759746950236,2.0651554387234583,0.968,0.9665,0.971,0.962,0.9755
logistic_glm,beta_1,P1,ppi,0.975,2.3425730583553936,0.992,2.346881229789156,2.341030178050501,2.35317125231699,2.3361060089284083,2.361699025999811,0.989,0.988,0.9905,0.985,0.9945
logistic_glm,beta_1,P1,ppi_plus_plus,0.9,1.6191150719360512,0.902,1.6234497536321622,1.6216217024881412,1.626013990113688,1.6182541011130376,1.630117240105905,0.905,0.901,0.908,0.893,0.9135
logistic_glm,beta_1,P1,ppi_plus_plus,0.95,1.9292946045917447,0.957,1.934459696408802,1.932281439118627,1.9375151726343398,1.9282686945793344,1.9424044965671994,0.9535,0.952,0.956,0.9465,0.9645
logistic_glm,beta_1,P1,ppi_plus_plus,0.975,2.2063294138030995,0.984,2.212236180957186,2.2097451393512535,2.215730404728682,2.205156189438652,2.2213218054307924,0.979,0.9765,0.9815,0.9745,0.985
logistic_glm,beta_1,P2,naive_ml,0.9,0.00771870055459601,0.015,0.007714860370317878,0.007712012616888321,0.007719007840629618,0.00770275978906053,0.007726159590692975,0.013,0.0115,0.0145,0.006,0.0185
logistic_glm,beta_1,P2,naive_ml,0.95,0.009197398994399305,0.033,0.00919282313259874,0.00918942982509259,0.009197765148292226,0.009178404400701971,0.00920628698410846,0.0275,0.0255,0.029,0.0195,0.034
logistic_glm,beta_1,P2,naive_ml,0.975,0.010518088778940183,0.0545,0.01051285585159975,0.01050897528605881,0.010518507510274397,0.010496366678708324,0.010528253029168306,0.0515,0.048,0.0555,0.045,0.0615
logistic_glm,beta_1,P2,ppi,0.9,1.7368836772025995,0.916,1.7419935861424787,1.737527669053554,1.743454847915852,1.733388014627057,1.7524430281391061,0.92,0.9175,0.9245,0.9105,0.934
logistic_glm,beta_1,P2,ppi,0.95,2.0696245531354047,0.97,2.075713385188503,2.070391916755804,2.077454585986473,2.0654592142639685,2.088164663306108,0.969,0.968,0.972,0.964,0.9755
logistic_glm,beta_1,P2,ppi,0.975,2.366809877684798,0.992,2.3737730284770664,2.3676874299895356,2.375764254973392,2.3620464218348527,2.3880122333579195,0.9895,0.988,0.99,0.9855,0.9945
logistic_glm,beta_1,P2,ppi_plus_plus,0.9,1.6222054931907315,0.902,1.6267641516272677,1.624695704486308,1.6300946580203113,1.6223810764735562,1.634143068080894,0.9045,0.9015,0.9075,0.8945,0.9155
logistic_glm,beta_1,P2,ppi_plus_plus,0.95,1.9329770686462835,0.959,1.9384090452106688,1.9359443384222972,1.942377588352554,1.933186289032212,1.9472015664764244,0.953,0.951,0.956,0.947,0.9645
logistic_glm,beta_1,P2,ppi_plus_plus,0.975,2.210540656989844,0.983,2.2167526318953596,2.213934008409548,2.2212910333624314,2.2107799201331386,2.226807705000309,0.979,0.9775,0.9815,0.9745,0.985
logistic_glm,beta_1,P3,naive_ml,0.9,0.004479032953348675,0.0,0.004479981623561692,0.004475754986351942,0.004481880956981092,0.004467383264124214,0.004486509491423335,0.0,0.0,0.0,0.0,0.0
logistic_glm,beta_1,P3,naive_ml,0.95,0.005337096949107733,0.0,0.005338227359388776,0.005333191010517926,0.005340490554748919,0.0053232154882063495,0.005346005793709616,0.0,0.0,0.0,0.0,0.0
logistic_glm,beta_1,P3,naive_ml,0.975,0.00610347116252208,0.0,0.006104763892749378,0.006099004355234752,0.006107352069008419,0.006087596409428191,0.0061136592622769775,0.0,0.0,0.0,0.0,0.0
logistic_glm,beta_1,P3,ppi,0.9,1.7424744516653898,0.9185,1.7451420350176858,1.7418685589816203,1.7514768586848866,1.7349121689494367,1.7601406047152504,0.92,0.9175,0.9245,0.913,0.9335
logistic_glm,beta_1,P3,ppi,0.95,2.0762863718001197,0.9725,2.0794649934176297,2.075564406137509,2.087013401393074,2.0672753561563506,2.0973368915276804,0.9705,0.9695,0.973,0.9655,0.977
logistic_glm,beta_1,P3,ppi,0.975,2.3744282924330777,0.9915,2.378063344515514,2.3736026569529445,2.3866956573328366,2.3641233505046726,2.398501536996263,0.99,0.9885,0.991,0.9865,0.9955
logistic_glm,beta_1,P3,ppi_plus_plus,0.9,1.6224730553450772,0.902,1.6274584403166228,1.6252781067379563,1.6296000620567033,1.622596642815653,1.6338557098206359,0.905,0.9015,0.9085,0.894,0.9135
logistic_glm,beta_1,P3,ppi_plus_plus,0.95,1.9332958886175817,0.9575,1.939236341210571,1.936638313508623,1.9417882409117302,1.933443152171804,1.9468591579900163,0.9545,0.952,0.957,0.9495,0.9635
logistic_glm,beta_1,P3,ppi_plus_plus,0.975,2.2109052575431796,0.984,2.217698722499757,2.2147276340392206,2.220617059263014,2.211073667235762,2.226416128766531,0.9795,0.978,0.9815,0.975,0.9875
logistic_glm,beta_1,P4,naive_ml,0.9,0.12362705777606954,0.886,0.12365620743766192,0.12362559810249027,0.12370279470055953,0.12352999436079161,0.1238567579813495,0.897,0.8945,0.9025,0.8865,0.9085
logistic_glm,beta_1,P4,naive_ml,0.95,0.14731072527397454,0.9415,0.147345459238108,0.1473089859656263,0.14740097138576672,0.1471950670810243,0.14758442995031337,0.95,0.946,0.9515,0.9405,0.957
logistic_glm,beta_1,P4,naive_ml,0.975,0.16846363710710446,0.9695,0.16850335865431748,0.16846164804480152,0.16856684200409333,0.16833137111079344,0.16877664408730564,0.974,0.9715,0.977,0.965,0.9845
logistic_glm,beta_1,P4,ppi,0.9,1.7940038380259773,0.925,1.8013841278448033,1.7946256931932791,1.8036865419486308,1.7857848782546468,1.811449157711794,0.924,0.9205,0.9265,0.9145,0.9345
logistic_glm,beta_1,P4,ppi,0.95,2.1376874227856666,0.968,2.1464815805169994,2.1384284089205656,2.1492250761369442,2.1278939281681266,2.158474803329893,0.9715,0.971,0.9735,0.964,0.9795
logistic_glm,beta_1,P4,ppi,0.975,2.444646155741979,0.994,2.4547031002988606,2.4454935429169358,2.457840544973467,2.433446375683936,2.468418475957612,0.9905,0.9895,0.992,0.9865,0.9945
logistic_glm,beta_1,P4,ppi_plus_plus,0.9,1.6296714794901677,0.9055,1.6351264677109671,1.6328467963603457,1.6383187848158454,1.6286095671410774,1.6432613017055662,0.906,0.902,0.9075,0.8895,0.9145
logistic_glm,beta_1,P4,ppi_plus_plus,0.95,1.9418733400325012,0.9555,1.948373359410323,1.945656963452288,1.952177239859178,1.9406079934236282,1.958066611982091,0.953,0.9525,0.956,0.946,0.963
logistic_glm,beta_1,P4,ppi_plus_plus,0.975,2.22071437809281,0.9835,2.2281477601742403,2.225041306505901,2.232497854400875,2.219267335513015,2.239232904046834,0.979,0.977,0.9815,0.9745,0.985
logistic_glm,beta_1,baseline,classic,0.9,1.6825471418123963,0.8985,1.6958074209498226,1.6934808038654654,1.6988638861214054,1.6871525569440922,1.709218841554642,0.899,0.8965,0.9045,0.889,0.9085
logistic_glm,beta_1,baseline,classic,0.95,2.004878577770489,0.9535,2.0206791749230004,2.0179068396729525,2.024321177808941,2.0103662683735206,2.036659868242008,0.952,0.949,0.9535,0.9455,0.96
logistic_glm,beta_1,baseline,classic,0.975,2.2927667794804125,0.9815,2.310836244957731,2.307665819459962,2.315001217001543,2.2990424686170083,2.3291116673005763,0.978,0.9755,0.98,0.972,0.9845
logistic_glm,beta_2,P1,naive_ml,0.9,0.01358523097517999,0.8965,0.013590506937491958,0.013585737944016177,0.013595699113735567,0.013580843668607772,0.013606801488483778,0.8985,0.897,0.903,0.885,0.911
logistic_glm,beta_2,P1,naive_ml,0.95,0.01618780114943098,0.947,0.01619408784628094,0.016188405240058823,0.016200274705872673,0.016182573351206386,0.016213504001350864,0.949,0.948,0.9515,0.942,0.959
logistic_glm,beta_2,P1,naive_ml,0.975,0.01851226958069628,0.9765,0.018519459008450184,0.018512960415013394,0.018526534262931174,0.018506291102881184,0.018541663203668356,0.9745,0.972,0.9775,0.967,0.985
logistic_glm,beta_2,P1,ppi,0.9,1.9031900526226166,0.92,1.9099792756702125,1.9074847346770878,1.9125558457875347,1.9051577368407295,1.9192863491876042,0.9095,0.905,0.915,0.898,0.9225
logistic_glm,beta_2,P1,ppi,0.95,2.2677908220858773,0.9705,2.2758806803190184,2.2729082513901577,2.2789508529780536,2.2701354624461247,2.2869707424355887,0.9615,0.9575,0.964,0.952,0.9685
logistic_glm,beta_2,P1,ppi,0.975,2.5934316009656633,0.9885,2.6026831129591135,2.5992838615640363,2.6061941434813343,2.59611291722462,2.6153656396144265,0.983,0.982,0.9855,0.977,0.991
logistic_glm,beta_2,P1,ppi_plus_plus,0.9,1.8549780020920048,0.9155,1.8592808406601637,1.8582879856266978,1.8604703323794356,1.856976582711102,1.8642972168613903,0.903,0.8995,0.9075,0.892,0.9155
logistic_glm,beta_2,P1,ppi_plus_plus,0.95,2.210342620548364,0.9665,2.215469768938159,2.2142867091962053,2.2168871357430207,2.212724076241102,2.221447149858993,0.954,0.9515,0.958,0.9415,0.9615
logistic_glm,beta_2,P1,ppi_plus_plus,0.975,2.5277341919123035,0.9835,2.533597567196936,2.5322446273707624,2.5352184591354994,2.5304576099584857,2.540433263161537,0.979,0.9765,0.981,0.9705,0.983
logistic_glm,beta_2,P2,naive_ml,0.9,0.006813216877602158,0.116,0.006809234914603076,0.006807107002540292,0.006812254823774413,0.0067963439129289805,0.006821824772117866,0.11,0.104,0.1135,0.096,0.121
logistic_glm,beta_2,P2,naive_ml,0.95,0.00811844864500801,0.1905,0.008113703843441416,0.008111168279828315,0.008117302287166396,0.008098343267526393,0.008128705583958104,0.1805,0.1765,0.1855,0.166,0.195
logistic_glm,beta_2,P2,naive_ml,0.975,0.009284207812171564,0.274,0.009278781686356392,0.009275882031442709,0.009282896844412303,0.009261215426453076,0.009295937584310706,0.266,0.262,0.2705,0.2445,0.291
logistic_glm,beta_2,P2,ppi,0.9,1.9209981587496028,0.919,1.9295026069434336,1.9268389456180752,1.9325816793259836,1.922979956904446,1.9406353750130203,0.9115,0.9085,0.915,0.8965,0.9235
logistic_glm,beta_2,P2,ppi,0.95,2.289010489337637,0.971,2.2991441643924664,2.2959702161583184,2.3028131054317873,2.2913719474907976,2.3124096757468604,0.9625,0.9585,0.965,0.9505,0.9685
logistic_glm,beta_2,P2,ppi,0.975,2.617698281594561,0.989,2.6292870899031375,2.625657382273095,2.6334828682530578,2.62039883057779,2.644457446893034,0.9835,0.982,0.986,0.9785,0.9895
logistic_glm,beta_2,P2,ppi_plus_plus,0.9,1.8563664186761801,0.916,1.8604441264403886,1.8593084827985935,1.8625928551472348,1.8581326125101494,1.8660494613652778,0.902,0.9,0.907,0.891,0.9145
logistic_glm,beta_2,P2,ppi_plus_plus,0.95,2.2119970209496733,0.9645,2.216855909440649,2.2155027065776487,2.2194162776150277,2.2141015707087317,2.2235350779660643,0.955,0.951,0.957,0.939,0.961
logistic_glm,beta_2,P2,ppi_plus_plus,0.975,2.5296261540102267,0.9845,2.5351827489286554,2.5336352344783606,2.538110770185679,2.5320329041380583,2.5428210048706488,0.9785,0.976,0.9805,0.972,0.9835
logistic_glm,beta_2,P3,naive_ml,0.9,0.003974838636027109,0.0,0.003971557042376412,0.003969635203201363,0.0039735472352578054,0.0039671406138153485,0.003978959271176187,0.0,0.0,0.0,0.0,0.0
logistic_glm,beta_2,P3,naive_ml,0.95,0.004736312364407925,0.0,0.004732402104393356,0.004730112091771284,0.004734773565480178,0.004727139605178737,0.004741222404032893,0.0,0.0,0.0,0.0,0.0
logistic_glm,beta_2,P3,naive_ml,0.975,0.005416417615890107,0.0,0.005411945866648086,0.005409327022333677,0.005414657854924567,0.005405927704994753,0.005422032706929976,0.0,0.0,0.0,0.0,0.0
logistic_glm,beta_2,P3,ppi,0.9,1.913853211432365,0.925,1.9209702251309753,1.9189619389979586,1.9256668815251354,1.9155462063373883,1.9357981771797674,0.912,0.909,0.9185,0.903,0.9245
logistic_glm,beta_2,P3,ppi,0.95,2.2804967594933787,0.973,2.288977204378068,2.286584183852193,2.294573615651076,2.2825140873488623,2.3066457990201283,0.963,0.959,0.9655,0.953,0.97
logistic_glm,beta_2,P3,ppi,0.975,2.6079620326402155,0.989,2.617660217120036,2.614923573601966,2.624060238544433,2.6102690363369327,2.6378659130083344,0.9845,0.9815,0.986,0.9785,0.991
logistic_glm,beta_2,P3,ppi_plus_plus,0.9,1.853054865989773,0.916,1.857430335656708,1.8562798875614226,1.8585849452545458,1.8549744111936812,1.862140694953337,0.902,0.8995,0.9065,0.89,0.915
logistic_glm,beta_2,P3,ppi_plus_plus,0.95,2.2080510625422383,0.9655,2.213264756224229,2.2118939127668575,2.21464055841774,2.2103383417290865,2.2188774955126176,0.954,0.9515,0.9575,0.9425,0.961
logistic_glm,beta_2,P3,ppi_plus_plus,0.975,2.5251135803062175,0.984,2.5310759282533684,2.5295082401281235,2.5326492871586885,2.5277292986809616,2.5374946222954837,0.9785,0.9765,0.981,0.971,0.983
logistic_glm,beta_2,P4,naive_ml,0.9,0.1359049809947011,0.8965,0.13594029962142232,0.1359129896851484,0.13601153876747704,0.13584362123543567,0.1361401734519922,0.899,0.897,0.9025,0.885,0.911
logistic_glm,beta_2,P4,naive_ml,0.95,0.16194077315128366,0.948,0.16198285789075362,0.16195031609454794,0.16206774456897774,0.1618676584885017,0.16222102224954563,0.9495,0.948,0.9515,0.942,0.96
logistic_glm,beta_2,P4,naive_ml,0.975,0.18519446965089095,0.9765,0.1852425974994541,0.18520538290196567,0.1853396733812608,0.18511085617335735,0.1855149607916503,0.975,0.972,0.9775,0.967,0.984
logistic_glm,beta_2,P4,ppi,0.9,1.9787402829857357,0.923,1.9870825461732726,1.9826911517981318,1.9910973339101194,1.9785076830941364,1.9978523598803948,0.9145,0.912,0.9195,0.903,0.9275
logistic_glm,beta_2,P4,ppi,0.95,2.3578144741052105,0.9715,2.367754893805309,2.3625222246631097,2.372538808459396,2.3575373142395075,2.3805879183615994,0.964,0.9615,0.966,0.9545,0.97
logistic_glm,beta_2,P4,ppi,0.975,2.6963820943301844,0.9905,2.7077498970066953,2.701765848840257,2.713220752307556,2.6960651360167285,2.7224256647610034,0.9865,0.9835,0.987,0.9805,0.9895
logistic_glm,beta_2,P4,ppi_plus_plus,0.9,1.8549498781163942,0.9145,1.8592384918120655,1.8577806055261514,1.8601748584597375,1.855452482539931,1.8636162845273783,0.904,0.9025,0.9065,0.89,0.9135
logistic_glm,beta_2,P4,ppi_plus_plus,0.95,2.2103091087644597,0.964,2.215419307173238,2.213682128516653,2.216535056851929,2.2109079988738682,2.220635768938105,0.955,0.951,0.957,0.94,0.9605
logistic_glm,beta_2,P4,ppi_plus_plus,0.975,2.5276958680428714,0.9845,2.533539859433714,2.531553232633468,2.5348158238865697,2.52838075507923,2.539505372943371,0.9795,0.9765,0.981,0.973,0.9845
logistic_glm,beta_2,baseline,classic,0.9,1.8834116991407817,0.9145,1.8866789581369383,1.8855511293102978,1.8891884208448495,1.8829066522663018,1.8919710956334426,0.8995,0.8965,0.9025,0.886,0.912
logistic_glm,beta_2,baseline,classic,0.95,2.244223460308079,0.9605,2.2481166395282215,2.2467727485918365,2.251106848776915,2.243621659838866,2.2544226102993767,0.9515,0.9495,0.956,0.94,0.9605
logistic_glm,beta_2,baseline,classic,0.975,2.56648011135265,0.984,2.5709323271035,2.569395461715067,2.574351911962722,2.5657918960467585,2.5781437963948584,0.9785,0.9755,0.98,0.9715,0.983
lr,beta_0,P1,naive_ml,0.9,0.002192041621369601,0.8785,0.0021916690502286774,0.002190751191957676,0.0021929822730921483,0.0021881427691904914,0.0021945020122076,0.899,0.892,0.901,0.883,0.909
lr,beta_0,P1,naive_ml,0.95,0.0026119786953079168,0.938,0.002611534749411509,0.002610441053823877,0.0026130995509682548,0.0026073329263915303,0.0026149104318170867,0.9495,0.9435,0.952,0.938,0.96
lr,beta_0,P1,naive_ml,0.975,0.002987042730523974,0.9705,0.002986535036734204,0.0029852842932039003,0.002988324534145951,0.002981729857836952,0.002990395446318806,0.974,0.97,0.9765,0.965,0.9785
lr,beta_0,P1,ppi,0.9,0.5990105861994647,0.896,0.5981088393322572,0.5969032619816638,0.5989378323646918,0.5935507187733262,0.6010250125353594,0.894,0.891,0.899,0.877,0.92
lr,beta_0,P1,ppi,0.95,0.7137651375612724,0.95,0.7126906398953791,0.7112541058785979,0.7136784460201182,0.7072593042516995,0.7161654745901549,0.9465,0.944,0.9535,0.937,0.961
lr,beta_0,P1,ppi,0.975,0.8162574102475616,0.9755,0.815028621342186,0.8133858098982472,0.816158270335638,0.8088173793896251,0.81900242087334,0.973,0.971,0.9765,0.9665,0.981
lr,beta_0,P1,ppi_plus_plus,0.9,0.5765241796549186,0.886,0.5758256344160569,0.574351316931043,0.5767625284634028,0.5719006877694617,0.5790203319710991,0.886,0.8815,0.888,0.8675,0.903
lr,beta_0,P1,ppi_plus_plus,0.95,0.6869709315316955,0.942,0.6861385635402161,0.6843818059022974,0.6872549416543785,0.6814617011480159,0.6899452804703939,0.937,0.9335,0.942,0.9225,0.952
lr,beta_0,P1,ppi_plus_plus,0.975,0.7856157214448969,0.9705,0.7846638305422154,0.782654813339638,0.7859405136699971,0.7793153995479726,0.7890171685513911,0.9655,0.9635,0.969,0.957,0.974
lr,beta_0,P2,naive_ml,0.9,4.991512689119127e-17,0.0,4.969947669961012e-17,4.943222473191954e-17,4.993073811737178e-17,4.777961126680384e-17,5.0997944276856604e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P2,naive_ml,0.95,5.947754218823749e-17,0.0,5.92205791358219e-17,5.8902128774715e-17,5.949614411157389e-17,5.693291837269516e-17,6.076779868459902e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P2,naive_ml,0.975,6.801815050863725e-17,0.0,6.772428914632618e-17,6.736011127692524e-17,6.803942355346566e-17,6.510813440330378e-17,6.949367988216977e-17,0.0,0.0,0.0,0.0,0.0
