scenario,target,profile,method,confidence_level,seed0_average_ci_width,seed0_empirical_coverage,average_ci_width_median_seed1_29,average_ci_width_q25_seed1_29,average_ci_width_q75_seed1_29,average_ci_width_min_seed1_29,average_ci_width_max_seed1_29,empirical_coverage_median_seed1_29,empirical_coverage_q25_seed1_29,empirical_coverage_q75_seed1_29,empirical_coverage_min_seed1_29,empirical_coverage_max_seed1_29
mean,theta,P4,naive_ml,0.975,0.11187897879432583,0.975,0.1118068369726863,0.11177145703611366,0.11184476798289197,0.11168528399388279,0.11189428602806378,0.9735,0.9725,0.977,0.965,0.981
mean,theta,P4,ppi,0.9,0.43405864718669546,0.8875,0.4338516517142586,0.4333620090329719,0.4343851720985167,0.4311284300784359,0.4353199361457586,0.8985,0.892,0.9025,0.888,0.906
mean,theta,P4,ppi,0.95,0.5172127791339317,0.94,0.5169661288154556,0.5163826835745582,0.5176018575642194,0.5137212100940081,0.518715697626712,0.948,0.9445,0.95,0.939,0.953
mean,theta,P4,ppi,0.975,0.591481345089605,0.9675,0.5911992773062358,0.5905320529262633,0.5919262927834273,0.5874884082645228,0.5932000734109685,0.973,0.9715,0.9755,0.966,0.9815
mean,theta,P4,ppi_plus_plus,0.9,0.4300072186635453,0.883,0.4299119184189772,0.4291777729856127,0.4303744195731053,0.42680696447198463,0.43129444387013804,0.893,0.889,0.897,0.8855,0.9045
mean,theta,P4,ppi_plus_plus,0.95,0.5123852042900667,0.9415,0.512271647044601,0.5113968588049477,0.5128227511611303,0.508571866219093,0.5139190277279551,0.946,0.943,0.948,0.9355,0.95
mean,theta,P4,ppi_plus_plus,0.975,0.5859605602649294,0.9655,0.5858306968992073,0.5848302944622735,0.5864609361687666,0.5815996503599647,0.5877146312909616,0.9715,0.9685,0.974,0.9605,0.9775
mean,theta,baseline,classic,0.9,0.493557230812561,0.8945,0.4931171528511577,0.4926159013001096,0.49384266802356525,0.48999384426009374,0.49504970755357286,0.897,0.8935,0.901,0.8855,0.9065
mean,theta,baseline,classic,0.95,0.5881097143548328,0.9415,0.5875853291204208,0.5869880510580164,0.5884498337698684,0.5838636773875364,0.5898881100808812,0.945,0.9415,0.9495,0.9305,0.955
mean,theta,baseline,classic,0.975,0.6725586430585508,0.9715,0.671958959337831,0.6712759158284728,0.6729476015244129,0.6677029013637638,0.6745924054452934,0.9705,0.9685,0.974,0.961,0.976
