experiment,replicate,target,parameter,learner,learner_label,learner_model,method,method_label,confidence_level,estimate,truth,ci_low,ci_high,ci_width,covered,quality_metric,quality_value,selected_lambda,lambda_source,backend,package_version,status,warning,tuned_params,validation_score,n_total,n_labelled,n_unlabelled,n_train,n_inference,relative_width_rep
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,naive_ml,Naive ML,0.95,0.2253855098999137,0.22373850101170237,0.22439787756590554,0.22637314223392188,0.001975264668016341,False,Brier,0.11987127258420693,,,internal,,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.18636190746317619
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,naive_ml,Naive ML,0.975,0.2253855098999137,0.22373850101170237,0.22425605965247142,0.226514960147356,0.002258900494884586,False,Brier,0.11987127258420693,,,internal,,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.18636190746317566
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,ppi,PPI,0.9,0.22443344325839337,0.22373850101170237,0.22023816141905972,0.22862872509772703,0.008390563678667307,True,Brier,0.11987127258420693,,,internal,,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.9432869439467164
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,ppi,PPI,0.95,0.22443344325839337,0.22373850101170237,0.21943445661583816,0.2294324299009486,0.009997973285110429,True,Brier,0.11987127258420693,,,internal,,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.9432869439467152
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,ppi,PPI,0.975,0.22443344325839337,0.22373850101170237,0.21871663295766056,0.2301502535591262,0.011433620601465633,True,Brier,0.11987127258420693,,,internal,,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.9432869439467123
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,ppi_plus_plus_v1,PPI++V1,0.9,0.22459710252296397,0.22373850101170237,0.22040791654178182,0.22878628850414612,0.008378371962364295,True,Brier,0.11987127258420693,,package_internal_not_exposed,ppi-python,0.2.3,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.9419163224660437
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,ppi_plus_plus_v1,PPI++V1,0.95,0.22459710252296397,0.22373850101170237,0.21960537954340956,0.22958882550251838,0.009983445959108828,True,Brier,0.11987127258420693,,package_internal_not_exposed,ppi-python,0.2.3,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.9419163224660421
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,ppi_plus_plus_v1,PPI++V1,0.975,0.22459710252296397,0.22373850101170237,0.2188885989024512,0.23030560614347675,0.011417007241025567,True,Brier,0.11987127258420693,,package_internal_not_exposed,ppi-python,0.2.3,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.9419163224660428
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,ppi_plus_plus_v2,PPI++V2,0.9,0.2245948336372929,0.22373850101170237,0.2204055381864764,0.2287841290881094,0.00837859090163301,True,Brier,0.11987127258420693,0.925,internal_grid_trace,internal,,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.9419409361346368
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,ppi_plus_plus_v2,PPI++V2,0.95,0.2245948336372929,0.22373850101170237,0.21960298021662372,0.2295866870579621,0.009983706841338369,True,Brier,0.11987127258420693,0.925,internal_grid_trace,internal,,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.9419409361346344
a_mean,0,smooth_proportion,smooth_proportion,rf,RF,Random Forest Classifier,ppi_plus_plus_v2,PPI++V2,0.975,0.2245948336372929,0.22373850101170237,0.21888618084512557,0.23030348642946025,0.01141730558433468,True,Brier,0.11987127258420693,0.925,internal_grid_trace,internal,,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 20, ""model__n_estimators"": 20}",0.12000681874432424,239695,23970,215725,4794,19176,0.9419409361346356
a_mean,1,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,cross_ppi,Cross-PPI,0.9,0.22374807782017986,0.22373850101170237,0.21998735806480915,0.22750879757555056,0.007521439510741412,True,Brier,0.12509754029678216,,,ppi-python,0.2.3,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 50}",0.11730580869279465,239695,23970,215725,4794,19176,0.848130282352153
a_mean,1,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,cross_ppi,Cross-PPI,0.95,0.22374807782017986,0.22373850101170237,0.21926690383867742,0.2282292518016823,0.00896234796300488,True,Brier,0.12509754029678216,,,ppi-python,0.2.3,ok,,"{""model__max_depth"": 8, ""model__min_samples_leaf"": 50}",0.11730580869279465,239695,23970,215725,4794,19176,0.8481302823521536
